x-axis,1,2
second,Volt,Volt
-200.00000E-03,-7.19456065E+00,-326.16003E-03
-199.96800E-03,-7.02719663E+00,-326.82949E-03
-199.93600E-03,-6.85983261E+00,-325.49057E-03
-199.90400E-03,-7.02719663E+00,-324.82112E-03
-199.87200E-03,-7.02719663E+00,-324.48639E-03
-199.84000E-03,-7.19456065E+00,-325.49057E-03
-199.80800E-03,-7.02719663E+00,-327.16421E-03
-199.77600E-03,-7.19456065E+00,-325.82530E-03
-199.74400E-03,-6.85983261E+00,-327.49894E-03
-199.71200E-03,-7.02719663E+00,-324.15166E-03
-199.68000E-03,-7.19456065E+00,-325.49057E-03
-199.64800E-03,-7.19456065E+00,-326.16003E-03
-199.61600E-03,-7.19456065E+00,-324.82112E-03
-199.58400E-03,-7.02719663E+00,-326.16003E-03
-199.55200E-03,-7.19456065E+00,-327.16421E-03
-199.52000E-03,-7.19456065E+00,-326.82949E-03
-199.48800E-03,-7.19456065E+00,-326.16003E-03
-199.45600E-03,-7.19456065E+00,-325.82530E-03
-199.42400E-03,-7.19456065E+00,-326.49476E-03
-199.39200E-03,-7.19456065E+00,-325.82530E-03
-199.36000E-03,-7.02719663E+00,-327.49894E-03
-199.32800E-03,-7.02719663E+00,-327.16421E-03
-199.29600E-03,-7.02719663E+00,-325.82530E-03
-199.26400E-03,-7.19456065E+00,-325.49057E-03
-199.23200E-03,-6.85983261E+00,-326.16003E-03
-199.20000E-03,-7.02719663E+00,-326.16003E-03
-199.16800E-03,-6.85983261E+00,-325.15584E-03
-199.13600E-03,-7.02719663E+00,-325.49057E-03
-199.10400E-03,-7.02719663E+00,-325.82530E-03
-199.07200E-03,-7.19456065E+00,-326.16003E-03
-199.04000E-03,-7.19456065E+00,-324.48639E-03
-199.00800E-03,-7.02719663E+00,-326.82949E-03
-198.97600E-03,-7.02719663E+00,-328.50313E-03
-198.94400E-03,-7.19456065E+00,-327.16421E-03
-198.91200E-03,-7.19456065E+00,-326.16003E-03
-198.88000E-03,-7.19456065E+00,-325.15584E-03
-198.84800E-03,-7.02719663E+00,-325.49057E-03
-198.81600E-03,-7.02719663E+00,-325.82530E-03
-198.78400E-03,-7.02719663E+00,-326.82949E-03
-198.75200E-03,-7.02719663E+00,-324.82112E-03
-198.72000E-03,-7.19456065E+00,-327.16421E-03
-198.68800E-03,-7.19456065E+00,-324.82112E-03
-198.65600E-03,-7.02719663E+00,-324.15166E-03
-198.62400E-03,-7.19456065E+00,-324.82112E-03
-198.59200E-03,-7.19456065E+00,-326.49476E-03
