x-axis,1,2,4
second,Volt,Volt,Volt
-250.0000E-03,+158.6506E-03,+2.1182E-03,-8.5355648E+00
-249.7500E-03,+167.8556E-03,-392.3E-06,-8.5355648E+00
-249.5000E-03,+172.0397E-03,+444.6E-06,-8.6192468E+00
-249.2500E-03,+166.1820E-03,+2.1182E-03,-8.7029288E+00
-249.0000E-03,+172.0397E-03,+5.4655E-03,-8.5355648E+00
-248.7500E-03,+169.5293E-03,+2.1182E-03,-8.4937238E+00
-248.5000E-03,+163.6715E-03,+3.7918E-03,-8.6192468E+00
-248.2500E-03,+167.0188E-03,+2.1182E-03,-8.5355648E+00
-248.0000E-03,+168.6925E-03,+2.1182E-03,-8.7029288E+00
-247.7500E-03,+168.6925E-03,+2.9550E-03,-8.5355648E+00
-247.5000E-03,+170.3661E-03,-1.2291E-03,-8.5355648E+00
-247.2500E-03,+166.1820E-03,+2.1182E-03,-8.5355648E+00
-247.0000E-03,+168.6925E-03,+5.4655E-03,-8.5355648E+00
-246.7500E-03,+174.5502E-03,+2.1182E-03,-8.5355648E+00
-246.5000E-03,+168.6925E-03,+2.1182E-03,-8.4518828E+00
-246.2500E-03,+165.3452E-03,+2.1182E-03,-8.5774058E+00
-246.0000E-03,+172.0397E-03,+2.1182E-03,-8.5355648E+00
-245.7500E-03,+167.8556E-03,+2.1182E-03,-8.5355648E+00
-245.5000E-03,+170.3661E-03,+3.7918E-03,-8.5355648E+00
-245.2500E-03,+166.1820E-03,+2.1182E-03,-8.4937238E+00
-245.0000E-03,+172.0397E-03,-1.2291E-03,-8.5355648E+00
-244.7500E-03,+172.0397E-03,+444.6E-06,-8.4100418E+00
-244.5000E-03,+167.0188E-03,+2.1182E-03,-8.6192468E+00
-244.2500E-03,+167.8556E-03,+3.7918E-03,-8.5355648E+00
-244.0000E-03,+168.6925E-03,+2.1182E-03,-8.5355648E+00
-243.7500E-03,+177.8975E-03,+3.7918E-03,-8.5355648E+00
-243.5000E-03,+167.0188E-03,+2.1182E-03,-8.5355648E+00
-243.2500E-03,+168.6925E-03,+2.1182E-03,-8.5355648E+00
-243.0000E-03,+168.6925E-03,+2.1182E-03,-8.5355648E+00
-242.7500E-03,+167.8556E-03,+2.1182E-03,-8.5355648E+00
-242.5000E-03,+173.7134E-03,+2.1182E-03,-8.4518828E+00
-242.2500E-03,+171.2029E-03,-1.2291E-03,-8.6610878E+00
-242.0000E-03,+168.6925E-03,+2.1182E-03,-8.5355648E+00
-241.7500E-03,+166.1820E-03,+4.6287E-03,-8.6610878E+00
-241.5000E-03,+168.6925E-03,+2.1182E-03,-8.5355648E+00
-241.2500E-03,+167.0188E-03,+2.1182E-03,-8.6192468E+00
-241.0000E-03,+172.0397E-03,+2.1182E-03,-8.5355648E+00
-240.7500E-03,+170.3661E-03,+2.9550E-03,-8.5774058E+00
