x-axis,1,2,4
second,Volt,Volt,Volt
-10.80000E-03,+158.65062E-03,+5.46548E-03,-8.53556482E+00
-10.76400E-03,+167.17278E-03,-315.28E-06,-8.65723898E+00
-10.72800E-03,+168.07665E-03,+598.51E-06,-8.44418511E+00
-10.69200E-03,+159.86240E-03,+5.46548E-03,-8.53556482E+00
-10.65600E-03,+159.88226E-03,+5.15757E-03,-8.53556482E+00
-10.62000E-03,+163.21961E-03,+2.11820E-03,-8.53556482E+00
-10.58400E-03,+155.59140E-03,+2.11820E-03,-8.64233995E+00
-10.54800E-03,+168.09650E-03,-931.10E-06,-8.55046386E+00
-10.51200E-03,+157.15079E-03,+4.84966E-03,-8.56635565E+00
-10.47600E-03,+168.40441E-03,+300.53E-06,-8.44468149E+00
-10.44000E-03,+163.53744E-03,+2.11820E-03,-8.53556482E+00
-10.40400E-03,+172.02982E-03,+2.11820E-03,-8.53556482E+00
-10.36800E-03,+164.42146E-03,+2.11820E-03,-8.58175106E+00
-10.33200E-03,+168.69246E-03,+3.95572E-03,-8.53556482E+00
-10.29600E-03,+170.84782E-03,+2.71416E-03,-8.70292884E+00
-10.26000E-03,+174.75135E-03,-593.41E-06,-8.53556482E+00
-10.22400E-03,+166.57682E-03,+2.11820E-03,-8.53556482E+00
-10.18800E-03,+174.18517E-03,+2.11820E-03,-8.53556482E+00
-10.15200E-03,+159.51478E-03,+2.11820E-03,-8.68852619E+00
-10.11600E-03,+167.22242E-03,+7.56127E-03,-8.53556482E+00
-10.08000E-03,+171.77155E-03,+2.11820E-03,-8.61254189E+00
-10.04400E-03,+164.01427E-03,+1.22426E-03,-8.41289790E+00
-10.00800E-03,+165.38489E-03,+2.13806E-03,-8.53457206E+00
-9.97200E-03,+171.49342E-03,+2.11820E-03,-8.58224745E+00
-9.93600E-03,+163.15012E-03,+2.11820E-03,-8.70292884E+00
-9.90000E-03,+168.69246E-03,-1.22908E-03,-8.67362716E+00
-9.86400E-03,+171.71198E-03,+1.79044E-03,-8.55195300E+00
-9.82800E-03,+170.79818E-03,+1.25404E-03,-8.59764286E+00
-9.79200E-03,+162.22639E-03,-1.22908E-03,-8.48739306E+00
-9.75600E-03,+164.51081E-03,+2.11820E-03,-8.52165856E+00
-9.72000E-03,+170.76840E-03,+4.82981E-03,-8.53556482E+00
-9.68400E-03,+163.54737E-03,+3.66767E-03,-8.53556482E+00
-9.64800E-03,+162.88192E-03,+4.58147E-03,-8.53556482E+00
-9.61200E-03,+165.34518E-03,+2.11820E-03,-8.53556482E+00
-9.57600E-03,+159.59420E-03,+2.11820E-03,-8.53556482E+00
-9.54000E-03,+167.93751E-03,+2.11820E-03,-8.53556482E+00
-9.50400E-03,+168.69246E-03,+2.11820E-03,-8.70292884E+00
-9.46800E-03,+160.33908E-03,+2.11820E-03,-8.70292884E+00
