2023-04-05 16:17:09,244 ['-5.91', '-30.82', '-37.80']
2023-04-05 16:17:09,244 ['-5.91', '-30.82', '-37.80']
2023-04-05 16:17:09,244 ['-5.91', '-30.82', '-37.80']
2023-04-05 16:17:09,474 ['-5.73', '-30.64', '-38.00']
2023-04-05 16:17:09,474 ['-5.73', '-30.64', '-38.00']
2023-04-05 16:17:09,474 ['-5.73', '-30.64', '-38.00']
2023-04-05 16:17:14,311 ['-5.82', '-30.91', '-37.80']
2023-04-05 16:17:14,311 ['-5.82', '-30.91', '-37.80']
2023-04-05 16:17:14,311 ['-5.82', '-30.91', '-37.80']
2023-04-05 16:17:14,626 ['-5.82', '-30.64', '-37.90']
2023-04-05 16:17:14,626 ['-5.82', '-30.64', '-37.90']
2023-04-05 16:17:14,626 ['-5.82', '-30.64', '-37.90']
2023-04-05 16:17:14,864 ['-5.82', '-30.64', '-37.69']
2023-04-05 16:17:14,864 ['-5.82', '-30.64', '-37.69']
2023-04-05 16:17:14,864 ['-5.82', '-30.64', '-37.69']
2023-04-05 16:17:19,676 ['-5.82', '-30.82', '-37.80']
2023-04-05 16:17:19,676 ['-5.82', '-30.82', '-37.80']
2023-04-05 16:17:19,676 ['-5.82', '-30.82', '-37.80']
2023-04-05 16:17:19,996 ['-5.82', '-30.73', '-37.59']
2023-04-05 16:17:19,996 ['-5.82', '-30.73', '-37.59']
2023-04-05 16:17:19,996 ['-5.82', '-30.73', '-37.59']
2023-04-05 16:17:20,270 ['-5.73', '-30.82', '-38.10']
2023-04-05 16:17:20,270 ['-5.73', '-30.82', '-38.10']
2023-04-05 16:17:20,270 ['-5.73', '-30.82', '-38.10']
2023-04-05 16:17:25,045 ['-5.55', '-30.55', '-38.31']
2023-04-05 16:17:25,045 ['-5.55', '-30.55', '-38.31']
2023-04-05 16:17:25,045 ['-5.55', '-30.55', '-38.31']
2023-04-05 16:17:25,353 ['-6.09', '-30.64', '-38.10']
2023-04-05 16:17:25,353 ['-6.09', '-30.64', '-38.10']
2023-04-05 16:17:25,353 ['-6.09', '-30.64', '-38.10']
2023-04-05 16:17:25,648 ['-5.91', '-30.36', '-37.69']
2023-04-05 16:17:25,648 ['-5.91', '-30.36', '-37.69']
2023-04-05 16:17:25,648 ['-5.91', '-30.36', '-37.69']
2023-04-05 16:17:30,394 ['-5.64', '-30.55', '-37.39']
2023-04-05 16:17:30,394 ['-5.64', '-30.55', '-37.39']
2023-04-05 16:17:30,394 ['-5.64', '-30.55', '-37.39']
2023-04-05 16:17:30,739 ['-5.73', '-30.64', '-37.49']
2023-04-05 16:17:30,739 ['-5.73', '-30.64', '-37.49']
2023-04-05 16:17:30,739 ['-5.73', '-30.64', '-37.49']
2023-04-05 16:17:31,046 ['-5.82', '-30.45', '-37.69']
2023-04-05 16:17:31,046 ['-5.82', '-30.45', '-37.69']
2023-04-05 16:17:31,046 ['-5.82', '-30.45', '-37.69']
2023-04-05 16:17:35,759 ['-6.09', '-30.73', '-37.49']
2023-04-05 16:17:35,759 ['-6.09', '-30.73', '-37.49']
2023-04-05 16:17:35,759 ['-6.09', '-30.73', '-37.49']
2023-04-05 16:17:36,108 ['-5.73', '-30.91', '-37.39']
2023-04-05 16:17:36,108 ['-5.73', '-30.91', '-37.39']
2023-04-05 16:17:36,108 ['-5.73', '-30.91', '-37.39']
2023-04-05 16:17:36,437 ['-5.91', '-30.91', '-37.80']
2023-04-05 16:17:36,437 ['-5.91', '-30.91', '-37.80']
2023-04-05 16:17:36,437 ['-5.91', '-30.91', '-37.80']
2023-04-05 16:17:41,117 ['-5.82', '-30.64', '-37.49']
2023-04-05 16:17:41,117 ['-5.82', '-30.64', '-37.49']
2023-04-05 16:17:41,117 ['-5.82', '-30.64', '-37.49']
2023-04-05 16:17:41,498 ['-5.82', '-30.55', '-37.39']
2023-04-05 16:17:41,498 ['-5.82', '-30.55', '-37.39']
2023-04-05 16:17:41,498 ['-5.82', '-30.55', '-37.39']
2023-04-05 16:17:41,818 ['-5.82', '-30.64', '-37.59']
2023-04-05 16:17:41,818 ['-5.82', '-30.64', '-37.59']
2023-04-05 16:17:41,818 ['-5.82', '-30.64', '-37.59']
2023-04-05 16:17:46,495 ['-5.18', '-30.55', '-37.80']
2023-04-05 16:17:46,495 ['-5.18', '-30.55', '-37.80']
2023-04-05 16:17:46,495 ['-5.18', '-30.55', '-37.80']
2023-04-05 16:17:46,873 ['-5.73', '-30.91', '-37.69']
2023-04-05 16:17:46,873 ['-5.73', '-30.91', '-37.69']
2023-04-05 16:17:46,873 ['-5.73', '-30.91', '-37.69']
2023-04-05 16:17:47,200 ['-6.00', '-30.82', '-37.59']
2023-04-05 16:17:47,200 ['-6.00', '-30.82', '-37.59']
2023-04-05 16:17:47,200 ['-6.00', '-30.82', '-37.59']
2023-04-05 16:17:51,849 ['-5.82', '-30.64', '-37.69']
2023-04-05 16:17:51,849 ['-5.82', '-30.64', '-37.69']
2023-04-05 16:17:51,849 ['-5.82', '-30.64', '-37.69']
2023-04-05 16:17:52,253 ['-5.82', '-30.45', '-37.90']
2023-04-05 16:17:52,253 ['-5.82', '-30.45', '-37.90']
2023-04-05 16:17:52,253 ['-5.82', '-30.45', '-37.90']
2023-04-05 16:17:52,585 ['-5.82', '-30.82', '-37.80']
2023-04-05 16:17:52,585 ['-5.82', '-30.82', '-37.80']
2023-04-05 16:17:52,585 ['-5.82', '-30.82', '-37.80']
2023-04-05 16:17:57,214 ['-6.00', '-31.09', '-38.10']
2023-04-05 16:17:57,214 ['-6.00', '-31.09', '-38.10']
2023-04-05 16:17:57,214 ['-6.00', '-31.09', '-38.10']
2023-04-05 16:17:57,628 ['-5.82', '-30.45', '-38.20']
2023-04-05 16:17:57,628 ['-5.82', '-30.45', '-38.20']
2023-04-05 16:17:57,628 ['-5.82', '-30.45', '-38.20']
2023-04-05 16:17:57,967 ['-5.82', '-31.00', '-38.51']
2023-04-05 16:17:57,967 ['-5.82', '-31.00', '-38.51']
2023-04-05 16:17:57,967 ['-5.82', '-31.00', '-38.51']
2023-04-05 16:18:02,547 ['-5.73', '-30.45', '-37.90']
2023-04-05 16:18:02,547 ['-5.73', '-30.45', '-37.90']
2023-04-05 16:18:02,547 ['-5.73', '-30.45', '-37.90']
2023-04-05 16:18:03,020 ['-6.00', '-30.45', '-38.31']
2023-04-05 16:18:03,020 ['-6.00', '-30.45', '-38.31']
2023-04-05 16:18:03,020 ['-6.00', '-30.45', '-38.31']
2023-04-05 16:18:03,354 ['-5.73', '-30.45', '-38.41']
2023-04-05 16:18:03,354 ['-5.73', '-30.45', '-38.41']
2023-04-05 16:18:03,354 ['-5.73', '-30.45', '-38.41']
2023-04-05 16:18:07,887 ['-5.73', '-30.36', '-37.90']
2023-04-05 16:18:07,887 ['-5.73', '-30.36', '-37.90']
2023-04-05 16:18:07,887 ['-5.73', '-30.36', '-37.90']
2023-04-05 16:18:08,391 ['-5.73', '-30.64', '-37.80']
2023-04-05 16:18:08,391 ['-5.73', '-30.64', '-37.80']
2023-04-05 16:18:08,391 ['-5.73', '-30.64', '-37.80']
2023-04-05 16:18:08,756 ['-5.55', '-30.64', '-37.90']
2023-04-05 16:18:08,756 ['-5.55', '-30.64', '-37.90']
2023-04-05 16:18:08,756 ['-5.55', '-30.64', '-37.90']
2023-04-05 16:18:13,249 ['-6.09', '-30.55', '-37.69']
2023-04-05 16:18:13,249 ['-6.09', '-30.55', '-37.69']
2023-04-05 16:18:13,249 ['-6.09', '-30.55', '-37.69']
2023-04-05 16:18:13,757 ['-6.09', '-30.64', '-37.59']
2023-04-05 16:18:13,757 ['-6.09', '-30.64', '-37.59']
2023-04-05 16:18:13,757 ['-6.09', '-30.64', '-37.59']
2023-04-05 16:18:14,150 ['-6.00', '-30.45', '-37.59']
2023-04-05 16:18:14,150 ['-6.00', '-30.45', '-37.59']
2023-04-05 16:18:14,150 ['-6.00', '-30.45', '-37.59']
2023-04-05 16:18:18,599 ['-6.00', '-30.82', '-37.69']
2023-04-05 16:18:18,599 ['-6.00', '-30.82', '-37.69']
2023-04-05 16:18:18,599 ['-6.00', '-30.82', '-37.69']
2023-04-05 16:18:19,142 ['-5.91', '-30.64', '-37.90']
2023-04-05 16:18:19,142 ['-5.91', '-30.64', '-37.90']
2023-04-05 16:18:19,142 ['-5.91', '-30.64', '-37.90']
2023-04-05 16:18:19,535 ['-6.00', '-30.55', '-37.49']
2023-04-05 16:18:19,535 ['-6.00', '-30.55', '-37.49']
2023-04-05 16:18:19,535 ['-6.00', '-30.55', '-37.49']
2023-04-05 16:18:23,960 ['-5.91', '-30.55', '-37.69']
2023-04-05 16:18:23,960 ['-5.91', '-30.55', '-37.69']
2023-04-05 16:18:23,960 ['-5.91', '-30.55', '-37.69']
2023-04-05 16:18:24,504 ['-6.00', '-30.73', '-37.69']
2023-04-05 16:18:24,504 ['-6.00', '-30.73', '-37.69']
2023-04-05 16:18:24,504 ['-6.00', '-30.73', '-37.69']
2023-04-05 16:18:24,945 ['-5.91', '-30.64', '-37.59']
2023-04-05 16:18:24,945 ['-5.91', '-30.64', '-37.59']
2023-04-05 16:18:24,945 ['-5.91', '-30.64', '-37.59']
2023-04-05 16:18:29,325 ['-6.09', '-30.73', '-37.49']
2023-04-05 16:18:29,325 ['-6.09', '-30.73', '-37.49']
2023-04-05 16:18:29,325 ['-6.09', '-30.73', '-37.49']
2023-04-05 16:18:29,874 ['-5.91', '-30.73', '-37.49']
2023-04-05 16:18:29,874 ['-5.91', '-30.73', '-37.49']
2023-04-05 16:18:29,874 ['-5.91', '-30.73', '-37.49']
2023-04-05 16:18:30,332 ['-6.00', '-30.55', '-37.80']
2023-04-05 16:18:30,332 ['-6.00', '-30.55', '-37.80']
2023-04-05 16:18:30,332 ['-6.00', '-30.55', '-37.80']
2023-04-05 16:18:34,674 ['-5.82', '-30.91', '-38.00']
2023-04-05 16:18:34,674 ['-5.82', '-30.91', '-38.00']
2023-04-05 16:18:34,674 ['-5.82', '-30.91', '-38.00']
2023-04-05 16:18:35,259 ['-5.73', '-30.36', '-38.20']
2023-04-05 16:18:35,259 ['-5.73', '-30.36', '-38.20']
2023-04-05 16:18:35,259 ['-5.73', '-30.36', '-38.20']
2023-04-05 16:18:35,722 ['-5.91', '-30.91', '-38.10']
2023-04-05 16:18:35,722 ['-5.91', '-30.91', '-38.10']
2023-04-05 16:18:35,722 ['-5.91', '-30.91', '-38.10']
2023-04-05 16:18:40,027 ['-6.09', '-30.45', '-38.51']
2023-04-05 16:18:40,027 ['-6.09', '-30.45', '-38.51']
2023-04-05 16:18:40,027 ['-6.09', '-30.45', '-38.51']
2023-04-05 16:18:40,634 ['-5.73', '-30.91', '-38.31']
2023-04-05 16:18:40,634 ['-5.73', '-30.91', '-38.31']
2023-04-05 16:18:40,634 ['-5.73', '-30.91', '-38.31']
2023-04-05 16:18:41,105 ['-6.09', '-30.45', '-38.41']
2023-04-05 16:18:41,105 ['-6.09', '-30.45', '-38.41']
2023-04-05 16:18:41,105 ['-6.09', '-30.45', '-38.41']
2023-04-05 16:18:45,388 ['-5.91', '-30.27', '-37.80']
2023-04-05 16:18:45,388 ['-5.91', '-30.27', '-37.80']
2023-04-05 16:18:45,388 ['-5.91', '-30.27', '-37.80']
2023-04-05 16:18:46,003 ['-5.82', '-30.55', '-37.69']
2023-04-05 16:18:46,003 ['-5.82', '-30.55', '-37.69']
2023-04-05 16:18:46,003 ['-5.82', '-30.55', '-37.69']
2023-04-05 16:18:46,487 ['-5.91', '-30.45', '-37.69']
2023-04-05 16:18:46,487 ['-5.91', '-30.45', '-37.69']
2023-04-05 16:18:46,487 ['-5.91', '-30.45', '-37.69']
2023-04-05 16:18:50,754 ['-6.00', '-30.73', '-37.49']
2023-04-05 16:18:50,754 ['-6.00', '-30.73', '-37.49']
2023-04-05 16:18:50,754 ['-6.00', '-30.73', '-37.49']
2023-04-05 16:18:51,389 ['-6.18', '-30.64', '-37.59']
2023-04-05 16:18:51,389 ['-6.18', '-30.64', '-37.59']
2023-04-05 16:18:51,389 ['-6.18', '-30.64', '-37.59']
2023-04-05 16:18:51,858 ['-5.82', '-30.64', '-37.59']
2023-04-05 16:18:51,858 ['-5.82', '-30.64', '-37.59']
2023-04-05 16:18:51,858 ['-5.82', '-30.64', '-37.59']
2023-04-05 16:18:56,111 ['-6.09', '-30.73', '-37.80']
2023-04-05 16:18:56,111 ['-6.09', '-30.73', '-37.80']
2023-04-05 16:18:56,111 ['-6.09', '-30.73', '-37.80']
2023-04-05 16:18:56,771 ['-5.91', '-30.36', '-37.39']
2023-04-05 16:18:56,771 ['-5.91', '-30.36', '-37.39']
2023-04-05 16:18:56,771 ['-5.91', '-30.36', '-37.39']
2023-04-05 16:18:57,241 ['-5.91', '-30.82', '-37.69']
2023-04-05 16:18:57,241 ['-5.91', '-30.82', '-37.69']
2023-04-05 16:18:57,241 ['-5.91', '-30.82', '-37.69']
2023-04-05 16:19:01,474 ['-6.00', '-30.73', '-37.80']
2023-04-05 16:19:01,474 ['-6.00', '-30.73', '-37.80']
2023-04-05 16:19:01,474 ['-6.00', '-30.73', '-37.80']
2023-04-05 16:19:02,140 ['-5.91', '-30.82', '-38.20']
2023-04-05 16:19:02,140 ['-5.91', '-30.82', '-38.20']
2023-04-05 16:19:02,140 ['-5.91', '-30.82', '-38.20']
2023-04-05 16:19:02,632 ['-6.09', '-30.73', '-37.69']
2023-04-05 16:19:02,632 ['-6.09', '-30.73', '-37.69']
2023-04-05 16:19:02,632 ['-6.09', '-30.73', '-37.69']
2023-04-05 16:19:06,846 ['-6.09', '-30.64', '-37.69']
2023-04-05 16:19:06,846 ['-6.09', '-30.64', '-37.69']
2023-04-05 16:19:06,846 ['-6.09', '-30.64', '-37.69']
2023-04-05 16:19:07,510 ['-6.09', '-30.73', '-37.59']
2023-04-05 16:19:07,510 ['-6.09', '-30.73', '-37.59']
2023-04-05 16:19:07,510 ['-6.09', '-30.73', '-37.59']
2023-04-05 16:19:08,006 ['-6.00', '-30.73', '-38.10']
2023-04-05 16:19:08,006 ['-6.00', '-30.73', '-38.10']
2023-04-05 16:19:08,006 ['-6.00', '-30.73', '-38.10']
2023-04-05 16:19:12,199 ['-6.09', '-30.91', '-38.00']
2023-04-05 16:19:12,199 ['-6.09', '-30.91', '-38.00']
2023-04-05 16:19:12,199 ['-6.09', '-30.91', '-38.00']
2023-04-05 16:19:12,884 ['-6.00', '-30.45', '-38.00']
2023-04-05 16:19:12,884 ['-6.00', '-30.45', '-38.00']
2023-04-05 16:19:12,884 ['-6.00', '-30.45', '-38.00']
2023-04-05 16:19:13,405 ['-6.00', '-30.55', '-37.69']
2023-04-05 16:19:13,405 ['-6.00', '-30.55', '-37.69']
2023-04-05 16:19:13,405 ['-6.00', '-30.55', '-37.69']
2023-04-05 16:19:17,536 ['-6.00', '-30.73', '-38.20']
2023-04-05 16:19:17,536 ['-6.00', '-30.73', '-38.20']
2023-04-05 16:19:17,536 ['-6.00', '-30.73', '-38.20']
2023-04-05 16:19:18,273 ['-5.82', '-30.91', '-37.80']
2023-04-05 16:19:18,273 ['-5.82', '-30.91', '-37.80']
2023-04-05 16:19:18,273 ['-5.82', '-30.91', '-37.80']
2023-04-05 16:19:18,786 ['-5.91', '-30.36', '-38.31']
2023-04-05 16:19:18,786 ['-5.91', '-30.36', '-38.31']
2023-04-05 16:19:18,786 ['-5.91', '-30.36', '-38.31']
2023-04-05 16:19:22,877 ['-5.91', '-30.55', '-38.00']
2023-04-05 16:19:22,877 ['-5.91', '-30.55', '-38.00']
2023-04-05 16:19:22,877 ['-5.91', '-30.55', '-38.00']
2023-04-05 16:19:23,664 ['-7.36', '-30.18', '-36.57']
2023-04-05 16:19:23,664 ['-7.36', '-30.18', '-36.57']
2023-04-05 16:19:23,664 ['-7.36', '-30.18', '-36.57']
2023-04-05 16:19:24,155 ['-7.45', '-30.36', '-36.27']
2023-04-05 16:19:24,155 ['-7.45', '-30.36', '-36.27']
2023-04-05 16:19:24,155 ['-7.45', '-30.36', '-36.27']
2023-04-05 16:19:28,219 ['-5.55', '-32.09', '-38.51']
2023-04-05 16:19:28,219 ['-5.55', '-32.09', '-38.51']
2023-04-05 16:19:28,219 ['-5.55', '-32.09', '-38.51']
2023-04-05 16:19:29,024 ['-5.45', '-32.45', '-38.51']
2023-04-05 16:19:29,024 ['-5.45', '-32.45', '-38.51']
2023-04-05 16:19:29,024 ['-5.45', '-32.45', '-38.51']
2023-04-05 16:19:29,569 ['-5.27', '-32.09', '-39.12']
2023-04-05 16:19:29,569 ['-5.27', '-32.09', '-39.12']
2023-04-05 16:19:29,569 ['-5.27', '-32.09', '-39.12']
2023-04-05 16:19:33,530 ['-4.27', '-33.27', '-38.82']
2023-04-05 16:19:33,530 ['-4.27', '-33.27', '-38.82']
2023-04-05 16:19:33,530 ['-4.27', '-33.27', '-38.82']
2023-04-05 16:19:34,407 ['-3.91', '-33.27', '-38.51']
2023-04-05 16:19:34,407 ['-3.91', '-33.27', '-38.51']
2023-04-05 16:19:34,407 ['-3.91', '-33.27', '-38.51']
2023-04-05 16:19:34,981 ['-3.91', '-33.64', '-38.71']
2023-04-05 16:19:34,981 ['-3.91', '-33.64', '-38.71']
2023-04-05 16:19:34,981 ['-3.91', '-33.64', '-38.71']
2023-04-05 16:19:38,882 ['-3.27', '-33.82', '-38.41']
2023-04-05 16:19:38,882 ['-3.27', '-33.82', '-38.41']
2023-04-05 16:19:38,882 ['-3.27', '-33.82', '-38.41']
2023-04-05 16:19:39,789 ['-3.00', '-33.73', '-38.71']
2023-04-05 16:19:39,789 ['-3.00', '-33.73', '-38.71']
2023-04-05 16:19:39,789 ['-3.00', '-33.73', '-38.71']
2023-04-05 16:19:40,354 ['-3.09', '-33.73', '-38.61']
2023-04-05 16:19:40,354 ['-3.09', '-33.73', '-38.61']
2023-04-05 16:19:40,354 ['-3.09', '-33.73', '-38.61']
2023-04-05 16:19:44,245 ['-3.64', '-33.55', '-38.10']
2023-04-05 16:19:44,245 ['-3.64', '-33.55', '-38.10']
2023-04-05 16:19:44,245 ['-3.64', '-33.55', '-38.10']
2023-04-05 16:19:45,158 ['-3.09', '-33.64', '-37.39']
2023-04-05 16:19:45,158 ['-3.09', '-33.64', '-37.39']
2023-04-05 16:19:45,158 ['-3.09', '-33.64', '-37.39']
2023-04-05 16:19:45,736 ['-2.45', '-33.73', '-37.49']
2023-04-05 16:19:45,736 ['-2.45', '-33.73', '-37.49']
2023-04-05 16:19:45,736 ['-2.45', '-33.73', '-37.49']
2023-04-05 16:19:49,596 ['-7.27', '-30.36', '-35.86']
2023-04-05 16:19:49,596 ['-7.27', '-30.36', '-35.86']
2023-04-05 16:19:49,596 ['-7.27', '-30.36', '-35.86']
2023-04-05 16:19:50,552 ['-7.64', '-30.18', '-35.86']
2023-04-05 16:19:50,552 ['-7.64', '-30.18', '-35.86']
2023-04-05 16:19:50,552 ['-7.64', '-30.18', '-35.86']
2023-04-05 16:19:51,113 ['-7.73', '-30.27', '-35.96']
2023-04-05 16:19:51,113 ['-7.73', '-30.27', '-35.96']
2023-04-05 16:19:51,113 ['-7.73', '-30.27', '-35.96']
2023-04-05 16:19:55,007 ['-7.64', '-30.18', '-35.55']
2023-04-05 16:19:55,007 ['-7.64', '-30.18', '-35.55']
2023-04-05 16:19:55,007 ['-7.64', '-30.18', '-35.55']
2023-04-05 16:19:55,927 ['-7.73', '-30.18', '-35.65']
2023-04-05 16:19:55,927 ['-7.73', '-30.18', '-35.65']
2023-04-05 16:19:55,927 ['-7.73', '-30.18', '-35.65']
2023-04-05 16:19:56,487 ['-7.55', '-30.09', '-35.45']
2023-04-05 16:19:56,487 ['-7.55', '-30.09', '-35.45']
2023-04-05 16:19:56,487 ['-7.55', '-30.09', '-35.45']
2023-04-05 16:20:00,339 ['-7.55', '-29.82', '-35.65']
2023-04-05 16:20:00,339 ['-7.55', '-29.82', '-35.65']
2023-04-05 16:20:00,339 ['-7.55', '-29.82', '-35.65']
2023-04-05 16:20:01,300 ['-7.64', '-29.91', '-35.76']
2023-04-05 16:20:01,300 ['-7.64', '-29.91', '-35.76']
2023-04-05 16:20:01,300 ['-7.64', '-29.91', '-35.76']
2023-04-05 16:20:01,861 ['-7.64', '-30.09', '-35.76']
2023-04-05 16:20:01,861 ['-7.64', '-30.09', '-35.76']
2023-04-05 16:20:01,861 ['-7.64', '-30.09', '-35.76']
2023-04-05 16:20:05,725 ['-7.64', '-30.18', '-35.76']
2023-04-05 16:20:05,725 ['-7.64', '-30.18', '-35.76']
2023-04-05 16:20:05,725 ['-7.64', '-30.18', '-35.76']
2023-04-05 16:20:06,671 ['-7.55', '-30.27', '-35.96']
2023-04-05 16:20:06,671 ['-7.55', '-30.27', '-35.96']
2023-04-05 16:20:06,671 ['-7.55', '-30.27', '-35.96']
2023-04-05 16:20:07,230 ['-7.91', '-30.55', '-36.06']
2023-04-05 16:20:07,230 ['-7.91', '-30.55', '-36.06']
2023-04-05 16:20:07,230 ['-7.91', '-30.55', '-36.06']
2023-04-05 16:20:11,080 ['-7.64', '-30.45', '-35.96']
2023-04-05 16:20:11,080 ['-7.64', '-30.45', '-35.96']
2023-04-05 16:20:11,080 ['-7.64', '-30.45', '-35.96']
2023-04-05 16:20:12,043 ['-7.36', '-30.27', '-36.27']
2023-04-05 16:20:12,043 ['-7.36', '-30.27', '-36.27']
2023-04-05 16:20:12,043 ['-7.36', '-30.27', '-36.27']
2023-04-05 16:20:12,608 ['-7.45', '-30.36', '-36.27']
2023-04-05 16:20:12,608 ['-7.45', '-30.36', '-36.27']
2023-04-05 16:20:12,608 ['-7.45', '-30.36', '-36.27']
2023-04-05 16:20:16,454 ['-7.45', '-30.27', '-36.06']
2023-04-05 16:20:16,454 ['-7.45', '-30.27', '-36.06']
2023-04-05 16:20:16,454 ['-7.45', '-30.27', '-36.06']
2023-04-05 16:20:17,417 ['-7.55', '-30.18', '-35.76']
2023-04-05 16:20:17,417 ['-7.55', '-30.18', '-35.76']
2023-04-05 16:20:17,417 ['-7.55', '-30.18', '-35.76']
2023-04-05 16:20:17,980 ['-7.36', '-30.00', '-35.65']
2023-04-05 16:20:17,980 ['-7.36', '-30.00', '-35.65']
2023-04-05 16:20:17,980 ['-7.36', '-30.00', '-35.65']
2023-04-05 16:20:21,827 ['-7.45', '-30.18', '-35.45']
2023-04-05 16:20:21,827 ['-7.45', '-30.18', '-35.45']
2023-04-05 16:20:21,827 ['-7.45', '-30.18', '-35.45']
2023-04-05 16:20:22,787 ['-7.18', '-30.45', '-35.76']
2023-04-05 16:20:22,787 ['-7.18', '-30.45', '-35.76']
2023-04-05 16:20:22,787 ['-7.18', '-30.45', '-35.76']
2023-04-05 16:20:23,351 ['-7.45', '-30.27', '-35.65']
2023-04-05 16:20:23,351 ['-7.45', '-30.27', '-35.65']
2023-04-05 16:20:23,351 ['-7.45', '-30.27', '-35.65']
2023-04-05 16:20:27,198 ['-7.36', '-30.18', '-35.76']
2023-04-05 16:20:27,198 ['-7.36', '-30.18', '-35.76']
2023-04-05 16:20:27,198 ['-7.36', '-30.18', '-35.76']
2023-04-05 16:20:28,161 ['-7.55', '-30.36', '-35.65']
2023-04-05 16:20:28,161 ['-7.55', '-30.36', '-35.65']
2023-04-05 16:20:28,161 ['-7.55', '-30.36', '-35.65']
2023-04-05 16:20:28,725 ['-7.36', '-30.27', '-36.06']
2023-04-05 16:20:28,725 ['-7.36', '-30.27', '-36.06']
2023-04-05 16:20:28,725 ['-7.36', '-30.27', '-36.06']
2023-04-05 16:20:32,573 ['-7.45', '-30.36', '-36.06']
2023-04-05 16:20:32,573 ['-7.45', '-30.36', '-36.06']
2023-04-05 16:20:32,573 ['-7.45', '-30.36', '-36.06']
2023-04-05 16:20:33,534 ['-7.45', '-30.36', '-36.06']
2023-04-05 16:20:33,534 ['-7.45', '-30.36', '-36.06']
2023-04-05 16:20:33,534 ['-7.45', '-30.36', '-36.06']
2023-04-05 16:20:34,099 ['-7.64', '-30.18', '-36.16']
2023-04-05 16:20:34,099 ['-7.64', '-30.18', '-36.16']
2023-04-05 16:20:34,099 ['-7.64', '-30.18', '-36.16']
2023-04-05 16:20:37,945 ['-7.64', '-30.45', '-36.47']
2023-04-05 16:20:37,945 ['-7.64', '-30.45', '-36.47']
2023-04-05 16:20:37,945 ['-7.64', '-30.45', '-36.47']
2023-04-05 16:20:38,908 ['-7.64', '-30.27', '-35.96']
2023-04-05 16:20:38,908 ['-7.64', '-30.27', '-35.96']
2023-04-05 16:20:38,908 ['-7.64', '-30.27', '-35.96']
2023-04-05 16:20:39,468 ['-7.45', '-30.00', '-36.47']
2023-04-05 16:20:39,468 ['-7.45', '-30.00', '-36.47']
2023-04-05 16:20:39,468 ['-7.45', '-30.00', '-36.47']
2023-04-05 16:20:43,319 ['-7.36', '-29.73', '-36.47']
2023-04-05 16:20:43,319 ['-7.36', '-29.73', '-36.47']
2023-04-05 16:20:43,319 ['-7.36', '-29.73', '-36.47']
2023-04-05 16:20:44,281 ['-7.64', '-30.36', '-36.16']
2023-04-05 16:20:44,281 ['-7.64', '-30.36', '-36.16']
2023-04-05 16:20:44,281 ['-7.64', '-30.36', '-36.16']
2023-04-05 16:20:44,842 ['-7.36', '-30.18', '-36.37']
2023-04-05 16:20:44,842 ['-7.36', '-30.18', '-36.37']
2023-04-05 16:20:44,842 ['-7.36', '-30.18', '-36.37']
2023-04-05 16:20:48,690 ['-7.09', '-30.36', '-36.16']
2023-04-05 16:20:48,690 ['-7.09', '-30.36', '-36.16']
2023-04-05 16:20:48,690 ['-7.09', '-30.36', '-36.16']
2023-04-05 16:20:49,650 ['-7.45', '-30.18', '-36.57']
2023-04-05 16:20:49,650 ['-7.45', '-30.18', '-36.57']
2023-04-05 16:20:49,650 ['-7.45', '-30.18', '-36.57']
2023-04-05 16:20:50,215 ['-7.64', '-30.09', '-36.16']
2023-04-05 16:20:50,215 ['-7.64', '-30.09', '-36.16']
2023-04-05 16:20:50,215 ['-7.64', '-30.09', '-36.16']
2023-04-05 16:20:54,053 ['-7.73', '-30.09', '-36.47']
2023-04-05 16:20:54,053 ['-7.73', '-30.09', '-36.47']
2023-04-05 16:20:54,053 ['-7.73', '-30.09', '-36.47']
2023-04-05 16:20:55,044 ['-7.36', '-30.18', '-36.47']
2023-04-05 16:20:55,044 ['-7.36', '-30.18', '-36.47']
2023-04-05 16:20:55,044 ['-7.36', '-30.18', '-36.47']
2023-04-05 16:20:55,585 ['-7.64', '-30.27', '-36.37']
2023-04-05 16:20:55,585 ['-7.64', '-30.27', '-36.37']
2023-04-05 16:20:55,585 ['-7.64', '-30.27', '-36.37']
2023-04-05 16:20:59,411 ['-7.64', '-30.55', '-36.27']
2023-04-05 16:20:59,411 ['-7.64', '-30.55', '-36.27']
2023-04-05 16:20:59,411 ['-7.64', '-30.55', '-36.27']
2023-04-05 16:21:00,410 ['-7.45', '-29.91', '-36.16']
2023-04-05 16:21:00,410 ['-7.45', '-29.91', '-36.16']
2023-04-05 16:21:00,410 ['-7.45', '-29.91', '-36.16']
2023-04-05 16:21:00,975 ['-7.45', '-30.09', '-35.86']
2023-04-05 16:21:00,975 ['-7.45', '-30.09', '-35.86']
2023-04-05 16:21:00,975 ['-7.45', '-30.09', '-35.86']
2023-04-05 16:21:04,780 ['-7.36', '-30.18', '-36.27']
2023-04-05 16:21:04,780 ['-7.36', '-30.18', '-36.27']
2023-04-05 16:21:04,780 ['-7.36', '-30.18', '-36.27']
2023-04-05 16:21:05,784 ['-7.55', '-30.27', '-36.16']
2023-04-05 16:21:05,784 ['-7.55', '-30.27', '-36.16']
2023-04-05 16:21:05,784 ['-7.55', '-30.27', '-36.16']
2023-04-05 16:21:06,353 ['-7.64', '-30.27', '-35.86']
